login,repo,path,status,depth,jvm_fit,category,lines,notes,reasoning,first_seen,last_seen
stephanj,claude-code-collections,skills/kotlin-specialist/SKILL.md,found,2,high,language,94,"JVM skill from generic collection: Kotlin language expertise with coroutines, KMP, Ktor, Android. Direct JVM skill (94 lines). Teaches suspend functions, sealed classes, structured concurrency.","Kotlin language expertise with coroutines, KMP, Ktor, Android. Direct JVM skill (94 lines). Teaches suspend functions, sealed classes, structured concurrency.",2026-06-27,2026-06-28
stephanj,claude-code-collections,skills/spark-engineer/SKILL.md,needs_review,2,med,framework,100,"Apache Spark is JVM-based but guidance covers PySpark/DataFrame API - language-agnostic big data patterns, not JVM-specific optimization.","Apache Spark (Scala/Java/Python) - JVM foundation but skill content is framework-agnostic. Borderline: Spark is JVM, but the skill emphasizes DataFrame API which works across languages.",2026-06-27,2026-06-27
stephanj,claude-code-collections,skills/spring-boot-engineer/SKILL.md,found,2,high,framework,104,"Spring Boot 3.x, Java 17+, microservices, security, testing - core JVM framework with opinionated patterns.","Spring Boot 3.x engineer skill with high JVM fit. Covers enterprise Java patterns (DI, REST, WebFlux, Security 6, testing). Reusable guidance for Spring-based microservices.",2026-06-27,2026-06-28
rumpl,ddemo,.claude/skills/mcp-builder/SKILL.md,needs_review,0,none,tool,0,MCP (Model Context Protocol) builder skill - could be reusable but need to verify content depth and JVM relevance.,MCP builder skill in demo repo - unclear if this is substantive guidance or boilerplate. Needs full content review.,2026-06-27,2026-06-27
johnmeunier,zava-worshop-retry,.apm/skills/framework-modernizer/SKILL.md,found,2,low,tool,99,Off-topic (Express/Node.js) but cohesive framework migration skill worth promoting. Genesis reference implementation; pattern transferable to other framework pairs.,"Well-structured framework migration skill for Express 4→5. Includes clear scope (audit, classify, autofix, plan), references, classifier rubric, breaking-changes catalog, and evaluation strategy (behavior evals + regression tests). Taught as Genesis reference example but contains genuine reusable guidance for framework upgrades. Depth 2+, ~100 lines of instruction + references.",2026-06-27,2026-06-27
johnmeunier,zava-worshop-retry,docs/golden-examples/review-driver/SKILL.md,needs_review,2,low,workflow,190,From Agentic SDLC track; composition pattern with review-panel. Generic dev workflow not JVM-specific.,"Complex orchestration skill for driving PRs from review to merge. Composes review-panel skill, applies fold-vs-defer rubric, auto-fixes recommended/nit findings, polls CI. High-quality workflow skill but off-topic (generic agentic SDLC, not JVM). Depth 2 (190 lines, full spec + invariants). Borderline reusable workflow but needs assessment of whether generic enough for promotion.",2026-06-27,2026-06-27
johnmeunier,zava-worshop-retry,docs/golden-examples/review-panel/SKILL.md,needs_review,2,low,workflow,185,From Agentic SDLC track; fan-out orchestration pattern. Generic code review workflow applicable to any language.,"Multi-persona expert advisory review skill with fan-out + synthesizer pattern. Three specialist agents (correctness, security, test-coverage) run in parallel, schema-validate returns, synthesize stance. Depth 2 (185 lines, full topology + execution steps). High-quality workflow but off-topic (generic agentic SDLC review, not JVM). Part of Agentic SDLC track curriculum.",2026-06-27,2026-06-27
jdubois,java-lsp-eclipse-jdt-ls,skills/eclipse-jdtls-setup/SKILL.md,needs_review,1,high,tool,140,Eclipse JDT Language Server setup guide for Java development (1 star),"JVM strong signal: Eclipse JDTLS, Java 21+, Maven/Gradle troubleshooting. ~140-line practical setup guide. However: 1-star repo with PowerShell as primary language (odd), content reads like standard tool documentation. Borderline between real opinionated skill and auto-generated docs. Needs review.",2026-06-27,2026-06-27
jtama,github-tui,.gemini/skills/java-dev/SKILL.md,found,3,high,framework,486,,"Comprehensive Java 25 development skill (486 lines, @k33gorg/@wilsagsx authors). Guides methodical 7-phase workflow (info gather, git check, plan, implement, validate) with Java 25 features (records, sealed classes, pattern matching, virtual threads, text blocks), Quarkus (CDI, Panache, REST), JBang scripting, LangChain4j AI services. Depth 3 (adaptive to multiple frameworks). High JVM fit. Real, reusable guidance authored by respected speaker.",2026-06-27,2026-06-28
PierreZ,moonpool,.claude/skills/discover-properties/SKILL.md,needs_review,2,low,testing,173,,"Moonpool simulation testing skill (173 lines) with concrete property-discovery patterns. High-quality content, but for Rust simulation framework, non-JVM. Borderline for off-topic-tech classification.",2026-06-27,2026-06-27
PierreZ,moonpool,.claude/skills/writing-a-workload/SKILL.md,needs_review,2,low,tool,90,,Workload writing skill (90 lines) for Moonpool (Rust simulation). Non-JVM framework; borderline for rejection despite content depth.,2026-06-27,2026-06-27
PierreZ,claude-personal-skills,skills/sim-boundaries/SKILL.md,needs_review,2,low,tool,111,,Simulation/testing skill (111 lines) for defining system boundaries. Generic testing patterns; likely non-JVM context (simulation-driven). Requires content review.,2026-06-27,2026-06-27
martinsson,checkin-automation-agent-first,.claude/skills/adapter-contract-testing/SKILL.md,needs_review,2,med,tool,78,,Integration or testing skill (78 lines). May have reusable patterns for JVM-based system development; requires content review for generalizability and JVM specificity.,2026-06-27,2026-06-27
martinsson,checkin-automation-agent-first,.claude/skills/beds24-messaging/SKILL.md,needs_review,2,med,tool,259,,Integration or testing skill (259 lines). May have reusable patterns for JVM-based system development; requires content review for generalizability and JVM specificity.,2026-06-27,2026-06-27
martinsson,test-kata-ia-non-dev,.claude/skills/speckit-analyze/SKILL.md,needs_review,2,low,workflow,261,,SpecKit workflow step '' (261 lines). Part of numbered multi-step specification/development pipeline. Appears generic/off-topic-workflow but requires bundle-level evaluation for coherence and JVM relevance.,2026-06-27,2026-06-27
martinsson,test-kata-ia-non-dev,.claude/skills/speckit-checklist/SKILL.md,needs_review,2,low,workflow,373,,SpecKit workflow step '' (373 lines). Part of numbered multi-step specification/development pipeline. Appears generic/off-topic-workflow but requires bundle-level evaluation for coherence and JVM relevance.,2026-06-27,2026-06-27
martinsson,test-kata-ia-non-dev,.claude/skills/speckit-clarify/SKILL.md,needs_review,2,low,workflow,255,,SpecKit workflow step '' (255 lines). Part of numbered multi-step specification/development pipeline. Appears generic/off-topic-workflow but requires bundle-level evaluation for coherence and JVM relevance.,2026-06-27,2026-06-27
martinsson,test-kata-ia-non-dev,.claude/skills/speckit-constitution/SKILL.md,needs_review,2,low,workflow,158,,SpecKit workflow step '' (158 lines). Part of numbered multi-step specification/development pipeline. Appears generic/off-topic-workflow but requires bundle-level evaluation for coherence and JVM relevance.,2026-06-27,2026-06-27
martinsson,test-kata-ia-non-dev,.claude/skills/speckit-implement/SKILL.md,needs_review,2,low,workflow,210,,SpecKit workflow step '' (210 lines). Part of numbered multi-step specification/development pipeline. Appears generic/off-topic-workflow but requires bundle-level evaluation for coherence and JVM relevance.,2026-06-27,2026-06-27
martinsson,test-kata-ia-non-dev,.claude/skills/speckit-plan/SKILL.md,needs_review,2,low,workflow,153,,SpecKit workflow step '' (153 lines). Part of numbered multi-step specification/development pipeline. Appears generic/off-topic-workflow but requires bundle-level evaluation for coherence and JVM relevance.,2026-06-27,2026-06-27
martinsson,test-kata-ia-non-dev,.claude/skills/speckit-specify/SKILL.md,needs_review,2,low,workflow,331,,SpecKit workflow step '' (331 lines). Part of numbered multi-step specification/development pipeline. Appears generic/off-topic-workflow but requires bundle-level evaluation for coherence and JVM relevance.,2026-06-27,2026-06-27
agoncal,agoncal-apm-vintagestore,.apm/skills/rest-endpoint/SKILL.md,needs_review,1,high,skill,20,rest-endpoint: Thin but JVM-related (20 lines). Assess if depth/examples sufficient,rest-endpoint: Thin but JVM-related (20 lines). Assess if depth/examples sufficient,2026-06-27,2026-06-27
agoncal,contoso-plugin-marketplace,plugins/contoso-backend-java/skills/contoso-backend-java-exception-handling/SKILL.md,found,3,high,skill,160,"contoso-backend-java-exception-handling: Spring exception handling with @ControllerAdvice and Contoso custom exception hi... JVM skill (160 lines, depth 3, jvm_fit high)","contoso-backend-java-exception-handling: Spring exception handling with @ControllerAdvice and Contoso custom exception hi... JVM skill (160 lines, depth 3, jvm_fit high)",2026-06-27,2026-06-27
agoncal,contoso-plugin-marketplace,plugins/contoso-backend-java/skills/contoso-backend-java-jpa/SKILL.md,found,3,high,framework,174,"contoso-backend-java-jpa: JPA entity design, repository patterns, and query optimization following Contoso... JVM skill (174 lines, depth 3, jvm_fit high)","contoso-backend-java-jpa: JPA entity design, repository patterns, and query optimization following Contoso... JVM skill (174 lines, depth 3, jvm_fit high)",2026-06-27,2026-06-27
agoncal,contoso-plugin-marketplace,plugins/contoso-backend-java/skills/contoso-backend-java-maven-gradle/SKILL.md,found,3,high,build,184,"contoso-backend-java-maven-gradle: Maven and Gradle build tool management — POM structure, build scripts, dependenc... JVM skill (184 lines, depth 3, jvm_fit high)","contoso-backend-java-maven-gradle: Maven and Gradle build tool management — POM structure, build scripts, dependenc... JVM skill (184 lines, depth 3, jvm_fit high)",2026-06-27,2026-06-27
agoncal,contoso-plugin-marketplace,plugins/contoso-code-quality/skills/contoso-code-quality-lint-fix/SKILL.md,found,2,high,skill,123,"contoso-code-quality-lint-fix: Detect and auto-fix linting issues across multiple languages and frameworks... JVM skill (123 lines, depth 2, jvm_fit high)","contoso-code-quality-lint-fix: Detect and auto-fix linting issues across multiple languages and frameworks... JVM skill (123 lines, depth 2, jvm_fit high)",2026-06-27,2026-06-27
JohannesRabauer,java-project-analyser,.agents/skills/jooq-best-practices/SKILL.md,found,2,high,framework,71,"Comprehensive jOOQ DSL knowledge base (3.20 target, PostgreSQL). Links to 21 detailed knowledge files covering anti-patterns, multiset queries, MERGE/upsert, CTEs, aggregates, type system, transactions, pagination. 22 core rules embedded. Transferable expertise for any JVM project using jOOQ; reusable patterns not tied to java-project-analyser itself.","Real, depth-2+ JVM skill. jOOQ is a core JVM library. Skill names concrete patterns (MULTISET, MERGE as RIGHT JOIN, recursive CTEs, type-safe mapping), references authoritative knowledge files, and provides immediately actionable rules. Author authored this for their project analyser but patterns transfer to any jOOQ user. No project-doc markers — genuinely reusable expertise on a strong JVM signal (jOOQ 3.20 DSL).",2026-06-27,2026-06-28
JohannesRabauer,junie-midi-javafx-app,.agents/skills/javafx-data-visualization-dashboards/SKILL.md,found,2,high,ui-advanced,78,"JavaFX chart and dashboard patterns (LineChart, NumberAxis, XYChart.Series). Code examples for metric dashboards. References escalation to specialized libraries (ChartFx, Orson Charts, Medusa, TilesFX, FlexGanttFX) with guidance on when each applies. Data feed throttling and layout density gotchas.","Real, reusable JavaFX skill (high JVM fit). Teaches chart selection and dashboard architecture with concrete code. Depth 2: provides examples, library escalation logic, and gotchas. Transferable to any JavaFX app needing visualization. Authored in junie-midi-javafx-app but patterns apply broadly across JVM UI projects.",2026-06-27,2026-06-27
